1262	1828	1900	854_12	1912	1343	1680	1647	1701_3	1732_6	1703	934_8	624_19	921	1176_1	1289	1859	990	861_2	957	1291_4	1860	1443	1754	1238_5	1689	644	971_12	952_22	1358_3	1452	1573	1428_1	660	1645	938_16	1405	1165_1	1261	1449	1851	1911	1118_4	1446	1653_6	671_3	1378	1581_1	1753	1580	618	1228_2	1254_3	700_6	628_15	1233_1	1628	1720	1350	1438	1334_13	1435	1271	1167	1440	1246	1370	1436	1400	1456	1806_6	1855	904_5	1206	1827	1306_1	1434	1863_2	1073	1317	1799	640	874_7	617	1364_9	623_1	858	1693	1741	1511_10	1441_14	688_12	1186	1313_11	1884_3	1707_1	966_11	1040	1253_14	1430	1429	1638_7	1755	883_4	1284_4	1442	1455	702	1457	1508	1903	1187	1890	694	1864_5	1375	1437	1260	1615	1768	1825	1564	1684	1307_1	1454_27	1872	1372	1651	1874	1747	1816	1367	1694_10	1561	1353_6	1451_24	1377	1192_1	1871	664	1384	1685	1695	1329_22	1735	1620	1675	1819	1201_2	1524_6	1576	1444_17	1162_3	1875	1447_20	1854	1373	1626	1368	1411_14	1772	1450_23	1635	1683	1757	1360	1332_15	1175_3	1431_4	1888	1676	1616	1852	1383	1445_18	953	1371	1704	621	1910	1878	1303_5	1700	1556	1831	1414_17	1412_15	1379	1714	1759_6	1646	1898	1453_26	1403_6	1815	1677	1881	1433_6	1432_5	1380	1765	1674	1583	1807	1633	1115_2	946_16	1879	1156_20	1555	1232_1	1622	1184_3	1180_6	701_5	1575	1849	1268_4	1705	1803	1574	1216_1	1744	1160_2	1669	1869	658_10	1577	1290_7	1611	1905	1812	1210_2	1190_5	1209_17	956_6	1270_4	1752	1667	1763	1699	1746	1632	1507	1609	635	1126_6	1654	1637	1643	1823	1846	1725	1292_5	1649	1833	1554	1301_10	1664	1716	1178_2	1739	1569	1189_6	1813	1247_17	631_10	1731	1550	1629	1811	1805	1252_2	1679	1276_6	1525	619_8	1504	1257_8	1644	1219	1749	1883	1521	1572	1273_5	1808	1213_2	1634	1571	1728	1630	1245_3	1235	1668	1687	1614	1602	1300_9	1277_6	1420_23
1262	1.01918	0.00490755	0.000441778	-0.00234021	-0.00263598	-2.75195e-05	-0.00512937	0.0244165	-0.00931777	-0.00903361	-0.00257233	-0.00305522	-9.34421e-05	0.00762533	0.000806315	0.00260116	-0.000443832	-0.000984881	-0.00518576	-0.00195438	-0.00241126	0.00402112	-0.00770349	0.00113631	0.00693298	0.00586045	0.00160128	0.000459983	-3.07302e-05	0.00228208	-0.000260871	0.00129844	0.00379533	-0.00316985	-0.00350586	-0.00419306	0.00553747	-0.00588039	0.000458825	-0.00544572	-0.00344123	0.00237769	0.0089384	-0.0015511	0.00346336	-0.00280748	0.00589496	-0.00295882	-0.00688929	0.00529454	-0.00122862	-0.00105837	0.000331398	-0.000611914	-0.00515031	-0.0027474	-0.000173512	-0.00331603	0.00437372	-2.39831e-05	-0.00359381	-0.00327998	0.000898094	0.00197208	-0.00546857	-0.000438394	-0.00446861	-0.00765721	-0.00428112	-0.00605078	0.00212228	0.00298717	-0.000249703	0.00614417	-0.00223339	-0.00212941	0.000407046	0.00355004	0.0070772	0.00170578	-0.00523779	-0.0113627	-0.00307433	-0.00263583	0.00150817	-0.00686256	-0.00473046	-0.00265319	-0.00271599	-0.00366394	0.00259078	0.00605516	-0.000535899	-0.00948037	-0.00594697	-0.00198192	0.00169485	-0.000232761	-0.00461231	-0.000674247	0.00467874	-0.000590407	0.00284626	-0.00346523	0.00327749	0.00875049	-0.00151971	-0.007753	0.000547553	-0.00562662	-6.01845e-05	0.000122947	-0.00490224	-0.00552101	0.000251834	-0.00340311	-0.00144872	-0.000944852	-0.00542784	-0.000335055	0.00235838	-0.00537437	-0.0080813	0.00175191	-0.00355256	0.00132322	-0.0010533	0.0104766	0.00148709	-0.000354947	-0.000482117	-0.00329132	0.00229845	0.000957098	0.0028113	0.00586406	0.00890232	-0.00263457	0.00427043	0.00151356	-0.00756384	0.00434912	0.000787879	0.00857564	0.003227	-0.00306895	-0.00419629	9.07639e-06	0.00617316	-0.00455373	0.00381922	0.00219258	-0.00488605	-0.00571964	0.00139452	0.00299797	-0.00297693	0.0016269	-0.00402251	-0.00449825	0.000783221	-0.00173984	-0.00381292	0.00680615	-0.00199068	-0.00402184	0.00733576	-0.00258896	-0.00341356	-0.00593608	-0.00188653	0.00237838	-0.000842868	0.0050634	0.00261323	-0.00313823	-0.00179764	-0.00288221	-0.00339429	-0.0024901	0.00184777	0.00482461	0.00153968	-0.00278444	-0.00487518	-0.00414248	-0.00542342	-0.00523942	0.000809942	0.00305511	-0.00833729	-0.00637108	-0.000934847	0.00132642	0.00246007	-0.00412698	-0.00631626	-0.00224179	0.000978068	-0.00303768	-0.00194052	-0.00202793	-0.000673664	0.010519	-0.00441105	-0.00586939	-0.00562855	-0.000165903	-0.00233933	-0.00222096	-0.00179924	-0.00716928	0.000812828	-0.0043215	-0.00439339	-0.00100787	0.00282806	-0.00582844	0.0002678	0.00713929	-0.00407224	-0.00599292	-0.00304556	-0.00139758	-0.00351679	0.00446504	-0.00111936	0.006744	-0.00276014	-0.00399056	-0.00288109	-0.00370844	-0.00566093	-0.000587125	-0.00302684	0.00179294	-0.00454175	0.00143385	-0.00284932	0.0039943	-0.00592318	0.00432167	-0.00566359	-0.00270931	0.00226462	0.000574386	-0.00234065	-0.0044694	0.00378163	0.000194238	0.00292429	0.0105671	-0.00193087	-0.00334557	-0.00450471	-0.000326237	-0.00062162	-0.0036647	-0.00378514	-0.00679838	0.000697014	-0.000910591	-0.00660393	0.00327363	0.0135571	-0.00362627	-0.00255451	0.000475507	-0.00111993	-0.00271577	-0.00697855	-0.0028235	0.00676416	-0.00141373	-0.00381765	-0.00173293	0.00334548	0.0149454	-0.00455287	-0.00177319	0.00352171	0.00656646	0.000762143	0.00580139	-0.00110928	-0.00314653	0.00418589	0.000611447	-0.000879862	-0.00562898	-0.00175308	-0.00408881	-0.00711753	0.0107616	-0.000246616	-0.000220295	-0.00260892	0.00366131	0.00444522	-0.00178038	0.00408145
1828	0.00490755	0.973734	0.00154528	0.00257825	0.00647303	0.00283383	0.00352886	0.000394236	0.000786287	0.00352072	0.00247008	-0.00166523	0.00398982	0.00277695	-0.00288779	-0.00231154	-0.00479816	-0.00797246	-0.000422963	-0.00281852	-0.00111172	0.000235171	0.000742477	-0.00132968	-0.0035703	0.0247274	-0.00215553	-0.00371951	-0.000985728	0.000759896	-0.00238924	0.00631992	-0.00602014	-0.00351933	-0.00996289	-0.00623666	-0.00180839	-0.00308566	-0.00214459	-7.79382e-05	-0.00139497	-0.00264111	-0.00290719	-0.00872268	-0.00298758	0.00120693	0.0076191	0.00245717	-0.00461688	0.00393273	-0.00269535	-0.00274918	-0.00182958	-0.00411102	-0.00169105	-0.0130856	0.00138678	-0.00286324	-0.00453399	-0.00343794	-0.00237789	0.00394591	0.00696098	0.00637559	-0.0052422	0.00676286	0.0041325	-0.000923872	-0.00236251	-0.00241327	0.00321965	0.0055482	0.00119108	-0.000692797	0.0016041	-0.00572655	0.00231846	-0.00460379	0.00111291	-0.00648496	0.000556803	0.00494208	-0.000721458	-0.00236076	-0.00274105	0.00164643	-0.00464568	0.00205914	0.00250167	-0.00120959	0.000610755	-0.00496823	-0.00189228	-0.00491849	-0.00334214	-0.00117305	-0.00315933	0.00242784	0.00335002	-0.00192242	0.00504483	-0.00228349	0.00499014	-0.00160113	0.00245697	-0.00709051	-0.00399323	-5.5255e-05	-0.00754022	0.00566145	0.00264203	0.00286311	-0.00450324	8.90088e-05	-0.00087555	0.00569245	0.00375372	0.001683	-0.000417777	0.00837668	0.00502146	-0.00551641	0.00284602	-0.00081469	-0.00171191	-0.00122786	-0.000974225	-0.00122378	-0.000778052	0.000435624	-0.00245165	0.00216546	0.00828092	0.00227854	0.00174997	-0.000174447	0.00133812	0.00187036	0.00762317	-0.00532306	-0.000881833	0.000515124	-0.00997234	-0.00279452	0.000970522	-0.00342939	0.00494283	-0.00185501	-0.00112271	0.000798588	-0.00324547	0.00685526	-0.00778918	-0.00204027	0.000862273	0.000108166	0.00333541	-0.000336708	-0.00887742	0.0105486	0.000929276	-0.00214081	-0.000964853	-0.0040307	-0.0024004	0.0116467	-0.00404975	0.00185759	-0.00546678	0.00110163	0.00603251	0.002898	-0.00436738	-0.00139118	0.00193772	-0.00588117	0.00245763	0.00306804	-0.000814213	0.00263966	-0.00748319	0.00346355	-0.00260271	-0.00330764	-0.00198822	-0.00450277	-0.0106352	0.00669984	-0.00419563	0.000414307	-0.00448038	0.006591	-0.00118946	0.00302632	-0.00116212	0.0047918	0.0002549	-0.00127656	0.00770297	-0.000885641	0.00561649	0.00857677	-0.000471051	0.013617	-0.00235308	0.00559048	-0.00329252	-0.00350597	0.00445218	-0.00216509	0.00285426	-0.00355305	0.00326792	0.00975722	-0.00114227	0.00278943	0.00670762	-0.00539245	-0.00380081	-0.00430234	-0.0029521	-0.00408574	-0.00360113	-0.00170622	-0.00210981	0.00417757	-0.00517715	-0.000497155	0.00112783	-0.00236741	0.000816931	0.00552416	-0.00211717	0.00176472	-0.000173517	3.97024e-05	0.00161006	-0.000822428	0.00062194	0.00221695	-0.00196092	-0.00432589	-0.00526134	-0.004668	-0.00614144	-0.00279003	-0.000835516	-0.001434	-0.00327718	-1.1171e-05	-0.0043176	-0.000837684	4.04552e-05	-0.00173731	-0.00178694	-0.00110446	0.0137028	0.00268012	0.00580166	0.00722216	-0.000397532	-0.00508835	-0.000360488	-0.00338164	0.00826285	0.0153067	-0.00570052	-0.00360299	-0.00190197	0.00125341	0.00382417	0.000263065	-0.00598324	-0.00510727	0.0013105	-2.17827e-05	0.00134175	-0.00045729	-0.00786064	0.000347174	-0.00547942	0.00297698	0.00195927	0.00721276	-0.00362607	0.00187061	-0.00722798	-0.00784522	0.00478368	0.0123579	-0.00265997	0.00488248	-0.00102932	-0.000427136	-0.00587703	0.00131275	0.0134977	-0.00678849	-0.0028534	-0.00160155	-0.00128076
1900	0.000441778	0.00154528	1.02682	-0.00493147	-0.00153105	0.00140706	-0.00215498	-0.0050826	0.00365573	-0.0072455	-0.00353959	-0.00166962	-0.00436507	0.001298	-0.00510736	-0.00146009	0.000825477	0.000154601	-0.00374492	0.00288214	0.00385282	0.0108515	0.00170375	-0.00339712	-0.00207713	-0.00436937	0.000831594	-0.00306453	-0.00356781	0.00639743	0.000864771	0.00108631	-0.0023246	-0.000693839	0.000514737	-0.00235889	-0.00525202	0.00286604	-0.00389762	-0.00296035	-0.00219619	0.0124779	-0.00379436	-0.00788182	0.00559309	-0.00450695	-0.00111657	-0.00370098	-0.00217195	0.00477476	-0.00706244	0.003731	-0.000955326	-0.00109635	-0.00317761	-0.002162	0.000274332	0.000713601	0.00157527	-0.0097102	0.00579034	0.0048224	-0.00311914	-0.00341174	-0.00547677	-3.00668e-06	-0.000807648	-0.00109153	0.000942208	-0.0062016	-0.00154814	0.00185825	-0.00165528	0.00458156	-0.00365071	-0.00298405	-0.00930876	-0.00260112	-0.00376845	-0.00342988	0.000646062	-0.00141091	-0.00511969	-0.00232972	-0.000562259	-0.00847196	-0.00119534	-0.00841711	-0.000453913	-0.00584621	0.00184196	0.00316896	0.000363848	-0.00284357	-0.00580113	0.00273794	-0.000985104	-0.0002209	-0.00133165	-0.00449273	-0.00507003	0.00459507	-0.000181576	-0.00134136	0.000455324	-0.00348916	-0.00338447	-0.00394887	-0.00276005	0.00124988	0.00524278	0.00292473	0.00388537	-0.00294473	0.00514885	-0.00277325	0.00487827	-0.0031331	-0.00277745	-0.00171677	-0.00199674	0.00308528	-0.00509528	0.00202407	-0.00531899	0.013427	-0.000762757	-0.00290253	0.0149801	-0.00323131	-0.00374883	0.00789563	-0.00202256	-0.00705795	-0.00604932	-0.00531895	0.00466232	-0.00267881	-0.00541182	-0.000579283	-0.00010933	-0.000625349	0.00238018	-0.00124423	-0.00254458	0.00295384	-0.00298767	-0.00535169	-0.00533622	-0.0015961	0.00267544	-0.0016013	-0.0012949	0.0125152	0.00350684	0.00638832	0.00346585	0.00468357	0.00219432	0.00068744	-0.00424409	-0.000425361	-0.00471567	-0.00488533	-0.00331974	-0.00428156	0.000204866	0.00132338	-0.0071928	0.00385846	0.00526563	-0.00967054	0.00560234	-0.00375717	-0.00405586	-0.00863217	-0.00348788	0.00190209	-0.00324177	0.000176888	-0.00180809	-0.00248765	-0.00296675	0.00422684	-0.00160526	-0.000707315	-0.00478061	-0.00373679	-0.000342868	0.00248953	-0.00386502	-0.00173097	0.00321447	-0.00238753	-0.0047214	-0.00408503	-0.000561417	-0.00413825	0.00409842	0.00377224	-0.00230251	-0.00342988	0.000279474	-0.0021685	-0.00273639	-0.0017464	-0.000762866	-0.00922398	0.000387569	-0.000816501	-0.00154245	-0.0022039	-0.00453056	-0.00352633	-0.00264951	-0.00130925	-0.00454613	-0.00479939	-0.00471597	-0.00478716	0.00269366	-0.00185623	-0.00174625	0.0045567	-0.00524214	-0.00417318	-0.00673522	-0.0020267	-0.00342183	-0.00122435	-0.000470808	0.00370799	-0.000701023	0.000753174	-0.00703294	-0.00540809	0.00133384	-0.0075091	0.00265279	0.100951	0.00130604	0.00197191	-0.00694966	-0.00570392	-0.0010505	-0.0035366	-0.00729103	-0.00716975	-0.00511853	-0.001142	0.00184609	-0.00144098	-0.00164677	-0.00416753	0.00044997	0.00617385	-0.00497266	-0.00101721	-0.00240028	-0.00503622	0.00286088	0.00308576	-0.00257503	-0.00050249	-0.00371923	-0.00636848	-0.00209865	-0.00805664	-0.00244214	-0.002465	-0.00280985	-0.00226041	-0.00310662	-0.00115321	-0.000621758	0.0117155	-0.000968753	-0.00101667	0.00147755	-0.000565579	-0.00459989	0.00973576	-0.00429743	0.00504379	0.00558207	0.00506936	-0.00166454	-0.00241228	-0.00270452	-0.00470593	-0.00796276	-0.00177021	-0.00394372	-0.00157396	-0.00328633	-0.00650174	-0.0033813	-0.00499317	-0.000953071	0.000344321	-0.00176264
854_12	-0.00234021	0.00257825	-0.00493147	0.989912	-0.00208822	9.8002e-05	-0.00409723	-0.00273933	0.0103184	-0.00298584	-0.00423284	-0.00751061	-0.00285775	0.00193924	-0.00188649	-0.00449095	-0.00249616	0.00272794	-0.000465134	0.0053157	-0.00329169	-0.00347568	-0.00342338	0.000388195	0.00268732	-0.00564103	-0.00189169	0.00296685	0.00264901	0.0010171	-0.00429639	-0.00435899	0.000449288	-0.00642861	-0.00490471	0.00144103	0.00191534	0.0034802	-0.00177524	-0.00123909	0.000692562	-0.00278622	-0.00285322	-0.00295642	-0.00535447	-0.0107339	-0.00220283	-0.0027803	-0.00841281	-0.00368399	-0.00440471	-0.00191562	0.00212551	0.000529631	-0.00868434	0.00611512	-0.00248403	-0.000790356	0.00305159	-0.00129691	-0.00525545	0.010225	-0.00638126	0.0107559	-0.00346134	-0.00596247	-0.000514097	0.00460368	-0.00261853	0.00379299	0.00013083	-0.00101385	-0.00146827	-0.00543161	-0.00439446	0.00171851	0.0139456	0.00436191	-0.00158077	-0.00307104	-0.00375277	-0.00756872	0.0181003	-0.00530934	-0.00724082	0.0015475	0.00127177	-0.00314148	-0.00578062	-0.00350098	-0.00541564	0.000994681	-0.00364492	-0.00402477	-0.000957837	-0.000385099	0.00433892	-0.00340751	0.0430572	0.00801577	-0.00299526	0.00232498	0.00134639	-0.0034266	-0.00294965	-0.00111605	0.00504149	-0.0022256	0.00435738	-0.00249355	-0.0075482	0.00746466	0.00566581	-0.00730873	0.00454237	0.00190219	-0.00289207	0.00868276	-0.000361423	-0.000430026	-0.0080475	0.00312178	0.00310951	-0.00290394	-0.00249369	-0.00411502	-0.00212257	-0.00228223	-0.00366661	-0.003875	0.0177324	-0.00310389	-0.00612193	-0.0120668	-0.00121886	0.00337396	0.000969623	0.00273885	-0.00374608	0.000938101	-0.00279415	-0.00365889	0.000374095	-0.00595296	-0.000147822	-0.000780168	-0.00832393	0.0102213	-0.000468208	0.00241982	-0.000564185	0.00330426	-0.00287071	-0.000684868	-0.00368987	-0.00712427	-0.00322525	-0.00466431	-0.00514787	-0.00474077	-0.0110625	-0.00662684	-0.00269688	-0.00107938	-0.000720541	-0.00100406	-0.00143084	-0.00500575	0.0202055	-0.00550405	-0.00432709	0.00313727	-0.0017246	-0.00547373	0.00232571	-0.00494226	-5.03535e-05	-0.00129988	-0.00914084	0.00595327	-0.00476072	-0.00210418	-0.000493485	-0.000309904	0.00132591	0.00637761	-0.00232493	-0.00535156	-0.00269036	-0.00422799	-0.0052553	0.0150646	-0.00373898	8.84376e-05	-0.00647932	0.00328212	-0.00278623	-0.00632478	-0.00260225	0.0027865	-0.0077595	0.0011052	0.000168039	-0.00490441	-0.00134968	-0.00504499	-0.00574172	-0.00145453	-0.00119762	0.000695128	-0.00503321	-0.00469878	0.00275944	-9.98315e-05	-0.00227779	0.0022095	-9.88857e-05	-0.00327799	0.00247223	-0.00856599	-0.0101808	0.00193456	-0.000809674	-0.000738514	-0.00309602	-0.000482665	-0.00908333	0.00624376	-0.0026288	-0.00497025	-0.0056566	-0.00777817	0.00475164	0.00467737	0.00847964	0.00353147	-0.00395612	-0.00159904	-0.00242364	-0.00691979	-0.00360478	-0.0014006	-0.00590054	4.37303e-05	0.00409759	0.00251763	-0.00795241	0.00177897	0.0161525	-0.00680253	-0.00648172	-0.00184175	-0.00401677	-0.0056511	-0.000119953	-0.000461514	0.000680862	0.00814033	-0.00334172	-0.00373902	0.000535205	0.00181109	-0.00155696	0.00603895	0.00403114	0.00463105	-0.00422694	-0.00384642	0.00248883	-0.000502744	-0.00177301	4.25927e-05	-0.00407421	0.00091717	-0.0038965	-0.00649695	-0.00411115	-0.00257902	-0.00163122	-0.00499788	-0.000585712	-0.00144867	-0.00434367	-0.00294882	-6.59069e-05	-0.00522175	-0.00600042	-0.00301649	-0.000693724	-0.00295759	0.0010455	0.000708097	-0.000571081	0.00260037	-0.00427584	0.00807842	0.00198765	-0.00359457	-0.00555551	0.000985322	-0.00671242
1912	-0.00263598	0.00647303	-0.00153105	-0.00208822	1.00332	-0.00207967	0.00198939	0.0124432	-0.00382027	0.011861	-0.00456191	-0.00345756	-0.00244567	8.15174e-05	0.0322388	-0.00270454	0.00542866	0.00156395	-0.00771824	-0.00698634	0.00336664	0.000402934	-0.00260998	-0.000325886	-0.00256626	-0.00112288	-0.00614203	-0.00805175	-0.00938807	0.00142266	0.000412069	0.0101814	-0.0026469	-0.00592002	-0.00497677	-0.00525016	-0.00946243	-0.000469376	0.000161373	0.000717172	-0.00613165	-0.00065438	-0.00460025	-0.0025176	0.00572757	0.0011098	0.0164893	-0.00399801	-0.00730935	-0.00762522	-0.00752073	3.46426e-06	-0.0024352	-0.000185033	-0.00688035	0.00410971	-0.00529458	-0.00379783	-0.0028898	-0.00462622	-0.000504592	-0.00333665	-0.0053718	-0.00216178	-0.0039811	-0.00786318	-0.00478974	-0.00721112	-0.00811452	-0.00257647	-0.00177723	-0.00428199	-0.00115565	-0.000437783	-0.0116829	0.00106543	-0.00215019	-0.00433984	-0.00151671	-0.00723933	0.000959954	-0.00184364	-0.00492367	0.00320038	-0.00607138	-0.00423273	0.00698645	-0.008398	-0.00277094	0.00621088	0.00196793	-0.00475091	-0.00709116	0.00361495	-0.00428341	-0.00160609	-0.00371398	0.00696611	-0.00129847	-0.00385907	0.000360481	0.0087193	-0.00514088	0.000203035	0.000412321	0.00325239	-0.000334942	-0.00198993	-0.00528681	-0.00473257	-0.00234122	-0.00404741	-0.000264766	-0.00326461	-0.00771731	-0.00502729	0.0030305	-0.00191423	-0.0100204	-0.0017799	-0.00657131	0.000915943	0.00302251	-0.00304359	-0.00242814	0.00211594	-0.00073735	0.00226657	-0.00429582	-0.00475117	-0.00112072	-0.00434726	-0.0017117	0.00320615	-0.000309993	-0.00632671	0.00542526	0.00265312	0.00109783	-0.00749044	-0.00605086	-0.00389478	-0.00327121	-0.00558969	-0.00731578	-0.00326259	-0.00533891	-0.00460108	0.016221	0.00136511	-0.00502358	-0.00251836	0.00981645	-0.000477774	-0.00670308	-0.000118728	0.000301776	-0.00343316	0.000178346	-0.00129629	-0.00518053	0.0045871	-0.00297398	0.00218438	0.000806241	-0.00507714	-0.00336693	0.00126511	-0.00427036	-0.00522404	0.00420538	-0.00208417	-0.00152599	-0.00129927	-0.00775687	-0.00823074	-6.05697e-07	-0.0058739	-0.00161449	-0.00256136	0.00563994	-0.00432789	0.00510666	0.00690347	0.278699	9.52672e-05	-0.00291071	0.00376865	0.00441752	-0.000321403	0.0146802	-0.00725731	-0.00254344	0.00724347	0.0029261	-0.00305021	0.000556949	-0.00639894	-0.00828534	0.00251316	0.00239301	0.00268294	-0.000315692	0.00130352	0.0032018	-0.00450547	-0.000484027	0.00435073	0.000536161	-0.00101535	0.00273515	-0.00821072	0.000905995	-0.0060068	-0.000740164	-0.00464473	-0.00741866	0.00252221	0.010272	0.00123101	-0.00759058	-0.00281846	-0.00730011	-0.000535015	0.00519495	-0.00265267	-0.00226661	-0.00367638	0.00529558	0.00588636	-0.000369685	0.001477	-0.00430742	-0.00792117	0.00314059	0.00264619	-0.00841864	-0.0028852	-0.00336777	0.00195503	-0.0022098	0.00644287	-0.00930302	-0.00699932	0.0099529	-0.00403863	-0.00618369	0.00320206	-0.00817696	0.000725717	0.0050231	-0.00247152	0.00597008	-0.0039059	-0.0044224	0.00429745	-0.0054417	0.00129704	-0.00587262	0.00160849	0.001353	-0.00252563	-0.00369835	0.0131617	-0.00676656	0.000635478	-0.00734081	0.00447337	-0.00135126	-0.00212461	-0.00298362	0.00309203	0.0121396	-0.00636983	-0.0027866	-0.00208488	-0.00458392	0.00527933	0.000856506	0.00528089	0.000638447	-7.95404e-05	-0.000259547	-0.00316632	0.0010611	-1.99369e-05	-0.00322416	0.00599081	-0.000683022	0.0035364	0.000513789	-0.00684501	-0.000922614	0.000949777	0.00419023	-0.00202401	-0.000728537	-0.000832704	-0.00840324	0.000651946	-0.00402312
1343	-2.75195e-05	0.00283383	0.00140706	9.8002e-05	-0.00207967	0.970419	0.00227223	-0.00311003	0.0131507	0.00232757	-0.000338	-0.0052803	-0.0063266	0.000413888	0.00632562	-0.00525108	-0.0113978	-0.0083408	-0.0012208	0.00424258	0.0295926	-0.00487494	0.00226999	0.0042269	-0.0002242	-0.000998304	0.000175618	-0.00825354	-0.00301308	-0.000876225	-0.00335278	-0.00365144	-0.00735434	-0.00357813	-0.000227598	0.0021893	-0.0065766	-0.00210177	0.00653197	-0.00255591	-0.00255648	5.47676e-05	-0.00838092	0.00120599	-0.00454278	-0.0079292	0.00574595	-0.00571487	-0.00209672	-0.00442306	-0.00472628	-0.00105188	0.00184093	-0.00277906	-0.0010311	0.00386049	-0.00074029	-0.00333079	0.00454025	-0.0024341	-0.00324443	0.00579466	-0.000352173	-0.00366698	0.00165999	0.00376701	0.00576741	-0.00268946	-0.00101201	0.000490163	-0.0015354	0.00500701	-0.00257147	0.00165316	-0.0015487	0.00257714	0.00527559	0.00541516	0.00237583	-0.00294795	-0.00551074	-0.0071583	0.0211231	-0.00274638	0.00378044	-0.00355389	-0.00473506	-0.000143543	-0.00446551	-0.00490888	0.000218666	-0.00336198	0.00281613	0.00165943	-0.00309465	-0.000475707	-0.0013896	0.00366796	0.00142863	0.00391807	0.015481	0.0100789	-0.00187332	-0.0055623	-0.00226948	-0.00253198	-0.000534527	-0.00933384	-0.00180283	0.00678159	-0.00211168	0.0197225	0.000881291	-0.00726527	2.93906e-05	-0.00323963	-0.00256934	0.00551418	-0.00227244	-0.0039826	-0.00214849	0.00442947	-0.00422733	0.0054223	-0.00533498	-0.00249734	0.00258749	0.000921142	0.000574268	2.62426e-05	0.0011102	-0.00730858	-0.00457627	0.00276321	0.00535827	-0.000358276	-0.00157932	0.000992763	0.000842247	-0.00378418	-1.33346e-05	-0.00334385	-0.00443231	-0.00368893	-0.00492175	0.00838002	-0.00481014	-0.00503394	-0.00517841	-0.00165508	-0.00304521	0.0187472	-0.00483466	-0.000813597	-0.00365145	-0.00390056	-0.0038869	-0.00122632	0.00419833	-0.00039624	-0.000201489	0.00114443	-0.00753724	-0.0104068	0.0070114	-0.00204756	-0.00830228	-0.00239233	-0.00135531	-0.00505275	-0.00462068	-0.00417807	-0.00506172	0.00349116	-0.00258377	-0.00219565	-0.00495513	-0.00258966	0.0103671	-0.00802909	-0.00194347	0.00805481	-0.00440479	-0.00313556	-0.000294	0.00293426	-0.0046002	-0.00414628	-0.00376408	-0.000685433	0.00250192	0.00536534	-0.00410602	0.000768659	0.00242747	0.00186342	-0.00137619	0.00269494	-0.000872368	-4.80417e-05	-0.00698304	0.00170947	0.00376123	-0.00292767	0.00152657	-0.0035686	-0.00546943	0.00019003	0.00197376	0.00192634	-0.00561461	0.0100186	0.004722	-0.00837178	0.00157538	-0.000571394	-0.00281952	-0.00500414	-0.002011	-0.000788322	0.000976239	0.00446081	-0.000752376	0.00155066	0.00139743	0.000733889	-0.00208814	0.00532258	0.000707815	-0.00415146	-0.000280538	0.00160663	0.00293469	0.000613163	-0.00659591	-0.0049856	-0.000391809	0.00624353	-0.0075875	-0.00148381	-0.000174385	0.00184385	-0.0051807	-0.00511715	0.00031486	0.00788129	-0.00414324	0.00334851	-0.00111289	-0.000828494	-0.00899196	0.000529809	-0.00496135	0.000647348	0.000278681	-0.00252752	0.00221969	0.0218126	-0.00719273	0.000173873	-0.00459363	-0.00693488	0.00265436	-0.000309799	-0.0017629	0.0436226	-0.00102766	-0.00597376	-0.00743672	-0.0025159	0.000722567	0.00404615	-0.00434639	-0.00240792	0.00807247	-0.00182904	-0.00492656	-0.0016803	-0.00491968	-0.00163866	-0.00108895	0.000957507	-0.0037058	0.00272511	-0.00778123	0.00420971	-0.0046309	0.00337983	0.00238358	-0.00136891	0.00651282	0.00356383	0.0155169	0.000132955	-0.00488214	0.00441514	-0.00102972	0.00575163	0.00210333	0.00582683	-0.00118794
